loan_id,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount
LOAN002734,790.0,0.29,0.517,0,0,Current,0,Low,849.61
LOAN002735,644.0,0.598,0.533,2,46,Current,0,Medium,32207.95
LOAN002736,704.0,0.479,0.504,1,22,Current,0,Low,3230.22
LOAN002737,707.0,0.858,0.541,2,136,Defaulted,1,Medium,163637.86
LOAN002738,695.0,0.457,0.649,1,24,Current,0,Low,5001.98
LOAN002739,660.0,,0.833,1,15,Current,0,Medium,348159.52
LOAN002740,673.0,0.726,,4,44,Current,0,Medium,39633.12
LOAN002741,673.0,1.015,,5,137,Defaulted,1,High,344252.66
LOAN002742,595.0,1.054,0.644,4,40,Current,0,High,1936978.28
LOAN002743,709.0,0.552,0.866,0,0,Paid Off,0,Low,42540.94
LOAN002744,,0.555,0.597,0,0,Paid Off,0,Medium,19074.14
LOAN002745,597.0,0.737,0.527,2,16,Current,0,Medium,63136.57
LOAN002746,764.0,0.588,,0,0,Current,0,Low,16779.75
LOAN002747,691.0,0.38,,0,0,Current,0,Low,7419.48
LOAN002748,774.0,0.324,,0,0,Paid Off,0,Low,6527.41
LOAN002749,597.0,0.858,0.631,3,42,Current,0,High,450415.09
LOAN002750,723.0,0.722,,1,22,Current,0,Medium,49402.39
LOAN002751,600.0,0.419,,1,12,Current,0,Medium,9798.96
LOAN002752,684.0,0.566,0.517,6,180,Defaulted,1,High,61644.74
LOAN002753,695.0,0.631,0.808,1,8,Current,0,Medium,294743.2
LOAN002754,650.0,0.921,0.562,1,10,Current,0,Medium,900079.37
LOAN002755,640.0,0.475,,0,0,Current,0,Low,17915.36
LOAN002756,702.0,0.606,0.739,0,0,Current,0,Low,14518.38
LOAN002757,680.0,0.334,0.63,0,0,Current,0,Low,12595.79
LOAN002758,631.0,0.672,0.721,4,60,Current,0,Medium,45903.39
LOAN002759,665.0,,0.588,2,40,Current,0,Medium,37129.6
LOAN002760,689.0,0.103,,0,0,Paid Off,0,Low,1999.91
LOAN002761,653.0,0.651,0.65,0,0,Paid Off,0,Medium,66231.58
LOAN002762,736.0,0.204,0.947,0,0,Current,0,Low,3422.96
LOAN002763,722.0,0.571,0.501,1,24,Current,0,Low,9433.54
LOAN002764,719.0,0.55,0.545,0,0,Current,0,Low,45674.47
LOAN002765,570.0,1.35,0.611,3,138,Defaulted,1,High,1779053.4
LOAN002766,,0.729,0.522,0,0,Paid Off,0,Medium,236051.24
LOAN002767,674.0,0.434,0.592,0,0,Current,0,Low,97814.59
LOAN002768,667.0,0.508,0.65,0,0,Current,0,Low,69471.77
LOAN002769,,0.512,0.72,0,0,Paid Off,0,Low,115441.97
LOAN002770,700.0,0.352,0.631,1,18,Current,0,Low,3015.64
LOAN002771,646.0,0.558,0.717,6,66,Late,0,High,39851.55
LOAN002772,689.0,0.599,0.898,0,0,Current,0,Low,3423.23
LOAN002773,692.0,0.385,,0,0,Current,0,Low,14221.65
LOAN002774,633.0,0.857,0.639,2,24,Current,0,Medium,318761.7
LOAN002775,728.0,0.209,0.688,1,24,Current,0,Low,7642.4
LOAN002776,720.0,0.336,,0,0,Current,0,Low,4837.56
LOAN002777,703.0,0.382,,0,0,Current,0,Low,6189.54
LOAN002778,733.0,0.314,0.619,0,0,Current,0, LOW ,18657.51
LOAN002779,704.0,0.42,0.614,0,0,Current,0,Low,28705.1
LOAN002780,643.0,0.406,0.554,3,69,Restructured,0,Medium,47173.93
LOAN002781,646.0,0.533,0.564,2,42,Current,0,Medium,110470.97
LOAN002782,666.0,0.62,0.764,0,0,Current,0,Medium,251166.12
LOAN002783,657.0,0.737,0.584,5,125,Current,0,High,3922.21
LOAN002784,748.0,0.445,,6,180,Defaulted,1,Medium,6067.09
LOAN002785,744.0,0.261,0.61,0,0,Current,0,Low,2985.73
LOAN002786,695.0,0.534,0.783,0,0,Current,0,Low,12513.54
LOAN002787,611.0,0.979,0.624,5,180,Defaulted,1,High,273624.76
LOAN002788,670.0,0.701,0.62,0,0,Current,0,Medium,246103.3
LOAN002789,642.0,0.547,,6,138,Restructured,0,High,23529.89
LOAN002790,652.0,1.002,0.638,2,42,Current,0,Medium,923267.19
LOAN002791,540.0,1.35,0.942,3,60,Current,0,High,3017031.45
LOAN002792,671.0,0.969,0.508,7,180,Defaulted,1,High,244086.61
LOAN002793,652.0,0.776,0.519,2,22,Current,0,Medium,188637.62
LOAN002794,636.0,0.523,0.705,1,12,Current,0,Medium,61600.97
LOAN002795,681.0,0.488,0.904,1,22,Current,0,Medium,101476.13
LOAN002796,689.0,0.229,0.559,0,0,Current,0,Low,2345.73
LOAN002797,690.0,0.367,,0,0,Current,0,Low,2140.52
LOAN002798,718.0,0.263,,0,0,Current,0,Low,2640.36
LOAN002799,668.0,0.345,0.647,1,25,Current,0,Low,2662.43
LOAN002800,720.0,0.598,0.771,0,0,Current,0,Low,28832.98
LOAN002801,691.0,0.602,0.923,0,0,Current,0,Low,76281.42
LOAN002802,,0.753,0.801,5,143,Defaulted,1,High,111453.57
LOAN002803,639.0,0.647,0.622,6,150,Restructured,0,High,96813.43
LOAN002804,671.0,0.489,0.615,0,0,Current,0,Low,93941.85
LOAN002805,746.0,0.288,0.593,0,0,Current,0,Low,16417.2
LOAN002806,675.0,0.444,0.789,0,0,Current,0,Low,76765.35
LOAN002807,657.0,0.63,0.503,6,161,Defaulted,1,High,155409.66
LOAN002808,682.0,0.575,0.923,1,11,Current,0,Medium,47119.0
LOAN002809,704.0,0.722,0.648,7,180,Defaulted,1,High,85824.91
LOAN002810,759.0,0.205,0.625,1,19,Current,0,Low,4079.67
LOAN002811,670.0,0.964,0.688,2,48,Paid Off,0,Medium,487613.52
LOAN002812,633.0,0.889,0.791,4,175,Defaulted,1,High,348770.96
LOAN002813,664.0,0.605,0.531,1,8,Current,0,Medium,23031.26
LOAN002814,672.0,0.642,0.637,0,0,Current,0,Medium,21057.4
LOAN002815,628.0,0.676,0.549,3,138,Defaulted,1,Medium,21289.61
LOAN002816,623.0,1.35,0.687,6,48,Current,0,High,1250603.65
LOAN002817,711.0,0.299,,1,14, CURRENT ,0,Low,2260.24
LOAN002818,627.0,0.259,0.56,2,48,Current,0,Medium,10250.48
LOAN002819,664.0,0.383,,0,0,Current,0,Low,3408.94
LOAN002820,629.0,0.556,0.67,5,75,Late,0,High,262404.16
LOAN002821,652.0,0.616,0.641,0,0,Current,0,medium,142331.0
LOAN002822,768.0,0.159,,2,40,Current,0,Low,2032.23
LOAN002823,574.0,1.006,0.653,1,10,Current,0,Medium,692922.59
LOAN002824,700.0,0.786,0.6,3,75,Restructured,0,Medium,94792.09
LOAN002825,638.0,0.388,0.759,4,139,Defaulted,1,Medium,209338.25
LOAN002826,600.0,0.817,0.552,4,76,Late,0,High,469307.23
LOAN002827,658.0,0.248,0.766,0,0,Current,0,Low,3023.3
LOAN002828,595.0,0.96,,1,13, Current ,0,MEDIUM,544841.64
LOAN002829,757.0,0.468,,0,0,Current,0,Low,13529.92
LOAN002830,682.0,0.494,0.746,0,0,Current,0,Low,9333.85
LOAN002831,627.0,0.661,,2,28,Paid Off,0,Medium,94209.46
LOAN002832,652.0,0.523,0.572,0,0,Current,0,Low,10575.71
LOAN002833,741.0,0.377,0.732,1,9,Current,0,Low,8232.74
LOAN002834,,0.809,0.537,4,100,Late,0,High,79135.85
LOAN002835,612.0,0.91,0.555,1,16,Paid Off,0,Medium,325837.35
LOAN002836,698.0,0.395,0.724,0,0,Current,0,Low,13123.07
LOAN002837,614.0,0.51,,3,154,Defaulted,1,Medium,13351.34
LOAN002838,680.0,0.406,0.584,0,0,Current,0,Low,5582.58
LOAN002839,698.0,0.728,0.575,4,48,Current,0,Medium,188992.29
LOAN002840,642.0,0.308,0.534,2,32,Current,0,Medium,6970.89
LOAN002841,,0.561,0.864,0,0,Current,0,Medium,40555.56
LOAN002842,669.0,0.693,0.576,2,36,Current,0,Medium,78048.8
LOAN002843,689.0,0.653,0.668,0,0, Current ,0,Low,289299.81
LOAN002844,675.0,0.628,,1,20,Paid Off,0,Medium,7451.88
LOAN002845,666.0,0.271,0.844,1,20,Current,0,Low,2600.46
LOAN002846,695.0,0.33,,0,0,Current,0,Low,11149.72
LOAN002847,714.0,0.795,0.791,9,180,Defaulted,1,High,183309.11
LOAN002848,579.0,0.978,0.718,2,48,Current,0,High,169385.35
LOAN002849,735.0,0.806,0.533,4,80,Restructured,0,Medium,260830.68
LOAN002850,719.0,0.408,0.665,0,0,Current,0, Low ,16446.33
LOAN002851,725.0,0.356,0.853,0,0,Paid Off,0,Low,1363.5
LOAN002852,633.0,0.964,0.507,3,69,Late,0,High,650986.44
LOAN002853,728.0,0.417,,1,15,Current,0,Low,11776.6
LOAN002854,680.0,0.861,0.514,1,21,Current,0,Medium,186116.38
LOAN002855,593.0,1.084,0.674,4,93,Defaulted,1,High,512870.39
LOAN002856,685.0,0.314,,1,11,Current,0,Low,16002.97
LOAN002857,647.0,0.495,0.811,4,64,Restructured,0,Medium,6978.44
LOAN002858,751.0,0.475,,0,0,Current,0,Low,14488.92
LOAN002859,728.0,0.508,0.58,0,0,Current,0,Low,131015.31
LOAN002860,642.0,0.558,0.578,3,24,Current,0,Medium,195048.08
LOAN002861,651.0,0.704,0.792,6,180,Written Off,1,High,150746.07
LOAN002862,676.0,0.645,0.503,0,0,Current,0,Medium,37864.7
LOAN002863,654.0,0.878,,1,14,Current,0,Medium,526050.81
LOAN002864,724.0,0.244,0.808,1,17,Current,0,Low,1870.04
LOAN002865,655.0,0.752,,5,180,Defaulted,1,High,149209.02
LOAN002866,670.0,0.471,0.643,1,23,Current,0,Medium,47008.07
LOAN002867,633.0,1.077,0.809,6,180,Defaulted,1,High,300729.43
LOAN002868,695.0,0.62,0.601,0,0,Current,0,Low,20119.6
LOAN002869,672.0,0.872,0.647,6,114,Restructured,0,High,210023.23
LOAN002870,636.0,0.373,,0,0,Current,0,Low,16209.72
LOAN002871,568.0,0.871,0.569,6,96,Current,0,High,539898.07
LOAN002872,618.0,1.008,0.595,4,160,Defaulted,1,High,1246649.21
LOAN002873,665.0,0.738,,3,24,Paid Off,0,Medium,29107.85
LOAN002874,614.0,0.858,0.868,1,19,Current,0,Medium,295308.23
LOAN002875,679.0,0.676,0.566,0,0,Current,0,Medium,46008.38
LOAN002876,694.0,0.498,,0,0,Current,0,Low,46324.62
LOAN002877,660.0,0.467,0.87,0,0,Current,0,Low,86781.49
LOAN002878,586.0,0.541,0.52,5,40,Current,0,High,12788.67
LOAN002879,738.0,0.518,0.845,0,0,Current,0, Low ,42742.8
LOAN002880,657.0,0.604,0.684,0,0,Current,0,Medium,60936.46
LOAN002881,618.0,0.518,,2,38,Current,0,Medium,91642.63
LOAN002882,668.0,0.378,,0,0,Paid Off,0,Low,4409.48
LOAN002883,702.0,0.504,0.931,0,0,Current,0,low,28645.97
LOAN002884,682.0,,,1,19,Current,0,Medium,4494.74
LOAN002885,688.0,0.667,0.718,7,180,Defaulted,1,High,203808.37
LOAN002886,711.0,0.257,0.53,1,24,Current,0,Low,2861.27
LOAN002887,687.0,0.587,0.518,0,0,Current,0,Low,66012.14
LOAN002888,627.0,0.75,0.611,3,72,Late,0,Medium,379943.48
LOAN002889,722.0,0.768,0.752,2,26,Current,0,Medium,144468.87
LOAN002890,657.0,0.669,0.593,0,0,Current,0,Medium,4417.42
LOAN002891,641.0,0.158,,2,36,Paid Off,0,Medium,12276.2
LOAN002892,658.0,0.567,,0,0,Current,0,Medium,48969.29
LOAN002893,663.0,0.418,0.581,1,16,Current,0,Medium,25066.6
LOAN002894,631.0,0.809,0.642,4,64,Restructured,0,High,100638.12
LOAN002895,694.0,0.456,0.937,0,0,Paid Off,0,Low,13241.72
LOAN002896,759.0,0.286,,0,0,Current,0,Low,3987.97
LOAN002897,592.0,0.753,0.511,0,0,Current,0, medium ,28631.2
LOAN002898,625.0,0.59,0.693,2,44,Current,0,Medium,104678.51
LOAN002899,,0.837,0.685,5,112,Defaulted,1,High,80288.95
LOAN002900,587.0,0.822,0.639,2,20,Current,0,Medium,234351.51
LOAN002901,696.0,0.263,,3,111,Defaulted,1,Medium,3307.54
LOAN002902,658.0,0.402,0.594,0,0,Current,0,Low,11263.05
LOAN002903,619.0,0.579,0.62,1,24,Current,0,Medium,45373.66
LOAN002904,668.0,0.506,0.835,0,0,Current,0,Low,146991.83
LOAN002905,705.0,0.533,0.829,0,0,Current,0,Low,138589.02
LOAN002906,676.0,0.568,0.863,0,0,Current,0,Low,11715.85
LOAN002907,744.0,0.267,,0,0,Current,0,Low,4843.61
LOAN002908,668.0,0.642,0.54,9,180,Written Off,1,High,151997.34
LOAN002909,666.0,0.43,0.523,0,0,Current,0,Low,58236.02
LOAN002910,692.0,0.342,0.586,0,0,Current,0,Low,3571.81
LOAN002911,724.0,0.478,,0,0,Current,0,Low,8716.9
LOAN002912,600.0,0.711,0.566,3,69,Late,0,MEDIUM,158486.42
LOAN002913,796.0,0.541,0.836,0,0,Paid Off,0,Low,65190.63
LOAN002914,677.0,0.304,,0,0,Current,0,Low,1834.09
LOAN002915,734.0,0.574,0.73,0,0,Current,0,Low,129230.07
LOAN002916,664.0,0.616,,0,0,Paid Off,0,Medium,18900.76
LOAN002917,638.0,0.471,,2,16,Paid Off,0,Medium,27895.16
LOAN002918,697.0,0.564,0.538,0,0,Current,0, Low ,89383.95
LOAN002919,745.0,0.399,0.599,0,0,Current,0,Low,6550.84
LOAN002920,638.0,0.66,,3,27,Current,0,Medium,20503.19
LOAN002921,623.0,0.754,0.521,3,36,Current,0,Medium,394597.35
LOAN002922,704.0,0.821,0.676,2,42,Current,0,Medium,21282.44
LOAN002923,707.0,0.234,0.836,1,20,Current,0,Low,2963.49
LOAN002924,612.0,0.97,0.805,4,162,Written Off,1,High,933217.39
LOAN002925,669.0,0.597,0.639,1,23,Paid Off,0,Medium,35842.22
LOAN002926,634.0,0.34,,5,40,Current,0,Medium,19948.35
LOAN002927,668.0,0.271,0.581,0,0,Current,0,Low,1756.25
LOAN002928,691.0,0.542,0.943,0,0,Current,0,Low,30594.31
LOAN002929,669.0,0.748,,2,18,Current,0,Medium,263704.55
LOAN002930,682.0,0.903,0.63,3,45,Paid Off,0,Medium,124723.06
LOAN002931,771.0,0.194,,0,0,Current,0,Low,8534.87
LOAN002932,696.0,0.372,0.703,0,0,Current,0,Low,40953.56
LOAN002933,616.0,1.056,0.697,4,175,Defaulted,1,High,763537.32
LOAN002934,721.0,0.392,0.924,0,0,Current,0,Low,9917.52
LOAN002935,724.0,0.404,0.515,1,11,Current,0,Low,30765.13
LOAN002936,676.0,0.495,,1,24,Current,0,Medium,7492.92
LOAN002937,603.0,1.35,0.766,2,50,Current,0,High,865916.02
LOAN002938,664.0,0.721,0.735,3,116,Defaulted,1,Medium,35307.9
LOAN002939,662.0,0.7,0.575,0,0,Current,0,Medium,19322.5
LOAN002940,639.0,0.61,0.539,3,69,Late,0, Medium ,186317.03
LOAN002941,645.0,0.621,0.5,5,145,Defaulted,1,High,221457.71
LOAN002942,659.0,0.626,0.547,0,0,Current,0,Medium,25271.05
LOAN002943,659.0,0.36,0.505,0,0,Current,0,Low,11150.74
LOAN002944,650.0,0.68,0.587,0,0,Current,0,Medium,115553.51
LOAN002945,714.0,0.523,0.606,0,0,Current,0,Low,70924.29
LOAN002946,667.0,0.422,0.766,1,13,Current,0,Medium,5331.54
LOAN002947,641.0,0.518,0.616,2,24,Current,0,Medium,17023.2
LOAN002948,668.0,0.512,0.661,0,0,Current,0,Low,23227.71
LOAN002949,666.0,1.063,0.822,5,75,Restructured,0,High,520940.6
LOAN002950,702.0,0.41,0.77,1,8,Current,0,Low,4364.7
LOAN002951,696.0,0.446,0.505,0,0,Paid Off,0,Low,39108.54
LOAN002952,641.0,0.767,0.709,3,27,Current,0,Medium,270321.3
LOAN002953,625.0,0.581,0.561,1,12,Current,0,Medium,304870.69
LOAN002954,742.0,0.374,0.616,1,22,Current,0,Low,8267.41
LOAN002955,577.0,1.35,0.686,1,25,Current,0,High,826753.08
LOAN002956,688.0,0.319,,0,0,Current,0,Low,8810.11
LOAN002957,706.0,0.327,,0,0,Current,0,Low,2767.2
LOAN002958,583.0,1.255,,7,180,Defaulted,1,High,1707705.51
LOAN002959,588.0,1.012,0.704,5,40,Current,0,High,874454.63
LOAN002960,663.0,0.618,0.801,0,0,Current,0,Medium,48762.02
LOAN002961,660.0,0.752,0.65,3,54,Current,0,Medium,631605.97
LOAN002962,752.0,0.593,0.563,1,12,Current,0,Low,37667.84
LOAN002963,624.0,0.764,0.554,5,80,Current,0,High,116548.27
LOAN002964,668.0,0.241,0.566,0,0,Current,0,Low,4788.67
LOAN002965,641.0,0.833,0.571,1,13, Current ,0, medium ,727238.62
LOAN002966,697.0,0.736,,4,88,Restructured,0, Medium ,23730.05
LOAN002967,719.0,0.472,0.521,0,0,Current,0,Low,23939.0
LOAN002968,721.0,0.885,0.613,1,10,Current,0,Medium,356954.73
LOAN002969,646.0,0.502,0.636,7,175,Late,0,High,40753.3
LOAN002970,691.0,0.689,0.705,0,0,Current,0,Medium,14348.38
LOAN002971,722.0,0.446,0.678,0,0,Current,0,Low,122306.66
LOAN002972,700.0,0.27,0.895,1,19,Current,0,Low,2464.34
LOAN002973,670.0,0.424,0.53,1,11,Current,0,Low,4194.78
LOAN002974,642.0,0.61,0.9,4,76,Late,0,Medium,258927.28
LOAN002975,677.0,0.786,0.624,6,180,Defaulted,1,High,139112.23
LOAN002976,640.0,0.801,0.82,1,19,Current,0,Medium,310439.08
LOAN002977,675.0,0.654,0.903,0,0,Current,0,Medium,87787.49
LOAN002978,634.0,0.563,0.795,5,115,Restructured,0,High,89592.66
LOAN002979,715.0,0.537,0.827,0,0,Current,0,Low,54383.34
LOAN002980,672.0,0.416,0.621,0,0,Current,0,Low,4648.47
LOAN002981,689.0,0.267,0.561,0,0,Current,0, Low ,3638.42
LOAN002982,745.0,0.293,,0,0,Current,0,Low,10613.84
LOAN002983,635.0,0.935,0.69,1,22,Current,0,Medium,333326.88
LOAN002984,676.0,0.18,,1,12,Current,0,Low,3420.92
LOAN002985,660.0,0.916,0.815,1,15,Current,0,Medium,255566.95
LOAN002986,679.0,0.424,,0,0,Paid Off,0,Low,6981.27
LOAN002987,703.0,0.679,0.595,0,0,Current,0,Low,120228.26
LOAN002988,,0.496,0.668,0,0,Current,0,Low,56204.54
LOAN002989,649.0,0.811,0.851,4,165,Defaulted,1,High,256248.44
LOAN002990,648.0,0.796,,3,39,Current,0,Medium,75411.74
LOAN002991,671.0,0.658,,1,22,Current,0,Medium,11816.37
LOAN002992,699.0,0.574,0.755,0,0,Current,0,Low,52235.06
LOAN002993,682.0,0.536,0.6,0,0,Current,0,Low,112619.04
LOAN002994,726.0,0.397,,0,0,Current,0,Low,4694.16
LOAN002995,737.0,0.503,0.57,1,9,Paid Off,0,Low,40902.66
LOAN002996,717.0,0.707,0.731,0,0,Current,0,Low,126405.51
LOAN002997,692.0,0.178,,4,154,Written Off,1,Medium,11968.52
LOAN002998,743.0,0.071,,1,19,Current,0,Low,9999.99
LOAN002999,672.0,0.518,0.597,0,0,Current,0,Low,55396.81
LOAN003000,687.0,0.644,0.683,1,22,Current,0,Medium,77511.24
LOAN003001,645.0,0.846,0.542,3,75,Late,0,Medium,319594.55
LOAN003002,704.0,0.607,0.75,0,0,Current,0,Low,78599.52
LOAN003003,723.0,0.687,,0,0,Paid Off,0,Low,35042.03
LOAN003004,739.0,0.121,0.949,0,0,Current,0,Low,1024.97
LOAN003005,631.0,0.565,0.765,2,18,Current,0,Medium,371473.56
LOAN003006,717.0,0.341,,0,0,Current,0,Low,4652.15
LOAN003007,667.0,0.654,,0,0,Paid Off,0,Medium,22485.9
LOAN003008,560.0,0.903,0.508,4,100,Late,0,High,381805.64
LOAN003009,625.0,0.962,0.576,7,144,Written Off,1,High,413596.97
LOAN003010,681.0,0.297,0.65,0,0,Current,0,Low,6527.94
LOAN003011,729.0,0.333,,0,0,Current,0,Low,3527.64
LOAN003012,681.0,,0.761,0,0,Current,0,Low,58732.4
LOAN003013,683.0,0.195,,1,15,Paid Off,0,Low,4337.46
LOAN003014,673.0,0.476,0.513,0,0,Current,0,Low,4394.29
LOAN003015,666.0,0.624,0.718,0,0,Current,0,Medium,15823.23
LOAN003016,569.0,1.277,,2,148,Defaulted,1,High,1585103.03
LOAN003017,604.0,0.348,,4,64,Late,0,Medium,27757.44
LOAN003018,662.0,0.857,0.518,4,80,Current,0,High,348165.02
LOAN003019,664.0,0.488,0.867,0,0,Current,0,Low,15653.26
LOAN003020,635.0,1.045,0.59,6,180,Defaulted,1,High,665568.82
LOAN003021,620.0,0.629,,5,163,Defaulted,1,High,35179.93
LOAN003022,672.0,0.36,,0,0,Current,0,Low,4856.66
LOAN003023,705.0,0.836,0.571,5,177,Defaulted,1,High,366897.18
LOAN003024,655.0,0.631,0.503,0,0,Current,0,Medium,37115.88
LOAN003025,681.0,0.34,0.527,0,0,Current,0,Low,2502.26
LOAN003026,672.0,0.272,0.53,0,0,Current,0,Low,3480.13
LOAN003027,693.0,0.629,0.738,0,0, PAID OFF ,0,Low,174459.49
LOAN003028,735.0,0.436,0.807,1,15,Current,0,Low,3688.75
LOAN003029,720.0,0.248,0.659,0,0,Current,0,Low,3476.17
LOAN003030,663.0,0.246,,0,0,Current,0,Low,3865.95
LOAN003031,661.0,0.48,0.944,0,0,Current,0,Low,35944.73
LOAN003032,731.0,0.436,0.627,0,0,Current,0,Low,21164.01
LOAN003033,640.0,0.44,0.516,3,39,Current,0,Medium,6026.16
LOAN003034,688.0,0.334,0.799,0,0,Current,0,Low,8280.89
LOAN003035,649.0,0.735,0.608,5,80,Late,0,High,39028.35
LOAN003036,653.0,0.556,0.561,0,0,Current,0,Medium,79976.11
LOAN003037,643.0,0.253,,2,38,Current,0,Medium,5460.95
LOAN003038,671.0,0.441,,0,0,Current,0,Low,6132.38
LOAN003039,659.0,0.705,0.611,0,0,Current,0,Medium,13807.97
LOAN003040,646.0,0.708,0.617,6,180,Defaulted,1,High,272501.78
LOAN003041,691.0,0.81,0.525,3,72,Restructured,0,Medium,204220.93
LOAN003042,636.0,0.587,0.791,9,180,Written Off,1,High,233304.77
LOAN003043,647.0,0.43,,6,168,Defaulted,1,High,21594.05
LOAN003044,630.0,0.291,,2,32,Current,0,Medium,36056.09
LOAN003045,,0.748,0.732,8,144,Restructured,0,High,252534.96
LOAN003046,702.0,0.29,0.709,0,0,Current,0,Low,21891.46
LOAN003047,619.0,0.693,0.944,9,180,Defaulted,1,High,489980.8
LOAN003048,707.0,0.537,0.513,0,0,Current,0,Low,19039.1
LOAN003049,630.0,0.58,0.673,4,100,Late,0,Medium,342227.61
LOAN003050,635.0,0.762,0.573,1,20,Current,0,Medium,162776.38
LOAN003051,645.0,0.789,0.569,2,48,Current,0,Medium,623891.76
LOAN003052,728.0,0.564,,0,0,Current,0,Low,15461.1
LOAN003053,713.0,0.201,0.774,0,0,Paid Off,0,Low,3598.92
LOAN003054,654.0,0.446,,1,18,Current,0,Medium,9764.06
LOAN003055,695.0,0.433,0.679,0,0,Current,0,Low,11382.27
LOAN003056,671.0,0.341,0.625,0,0,Current,0,Low,20553.58
LOAN003057,607.0,1.111,0.552,5,114,Defaulted,1,High,469210.66
LOAN003058,621.0,1.064,0.519,5,95,Late,0,High,567844.46
LOAN003059,669.0,0.407,0.544,1,19,Paid Off,0,Low,2938.89
LOAN003060,601.0,0.591,,7,180,Defaulted,1,High,163359.6
LOAN003061,647.0,0.404,,4,80,Late,0,Medium,14064.77
LOAN003062,585.0,1.153,0.6,1,15,Current,0,High,359221.81
LOAN003063,713.0,0.265,,0,0,Current,0,Low,17333.6
LOAN003064,609.0,1.047,0.892,4,169,Defaulted,1,High,517532.66
LOAN003065,666.0,0.857,,0,0,Current,0,Medium,690161.93
LOAN003066,743.0,0.43,0.606,0,0,Current,0,Low,10847.42
LOAN003067,661.0,0.376,0.853,0,0,Current,0,Low,36321.86
LOAN003068,681.0,0.321,0.572,0,0,Current,0,Low,2279.33
LOAN003069,679.0,0.592,0.563,0,0,Current,0,Low,11392.63
LOAN003070,654.0,0.867,,5,100,Restructured,0,High,303519.93
LOAN003071,637.0,0.499,0.786,0,0,Current,0,Medium,7927.84
LOAN003072,635.0,1.211,0.825,3,106,Defaulted,1,High,415220.1
LOAN003073,699.0,0.89,0.6,3,72,Late,0,Medium,75451.99
LOAN003074,733.0,0.197,0.512,0,0,Current,0,Low,3193.75
LOAN003075,573.0,0.809,0.733,2,48,Paid Off,0,High,663966.11
LOAN003076,599.0,1.094,0.905,1,10,Current,0,High,751549.49
LOAN003077,611.0,1.176,0.879,3,27,Current,0,High,506209.81
LOAN003078,653.0,0.596,0.529,0,0,Current,0,Medium,78083.83
LOAN003079,687.0,0.565,0.688,0,0,Current,0,Low,56407.8
LOAN003080,609.0,0.993,0.835,2,28,Current,0,High,320540.78
LOAN003081,695.0,0.572,,1,12,Current,0,Medium,2172.13
LOAN003082,653.0,0.338,,0,0,Current,0,low,9499.13
LOAN003083,704.0,0.584,0.62,0,0,Current,0,Low,34717.11
LOAN003084,630.0,0.523,0.841,4,76,Restructured,0,Medium,75291.21
LOAN003085,629.0,1.019,0.911,4,100,Current,0,High,1029195.15
LOAN003086,608.0,1.218,0.769,5,180,Defaulted,1,High,685523.98
LOAN003087,628.0,0.967,0.612,4,36,Current,0,High,388067.23
LOAN003088,670.0,0.341,0.802,0,0,Current,0,Low,4183.16
LOAN003089,657.0,1.011,0.516,4,40,Current,0,High,398706.29
LOAN003090,730.0,0.277,0.902,1,12,Current,0,Low,6449.56
LOAN003091,637.0,0.559,0.603,5,105,Current,0,High,24772.69
LOAN003092,725.0,0.741,,4,100,Restructured,0,Medium,11729.45
LOAN003093,706.0,0.851,0.537,2,42,Paid Off,0,Medium,192277.94
LOAN003094,652.0,0.904,0.634,4,52,Current,0,High,178882.6
LOAN003095,594.0,0.97,0.751,6,54,Current,0,High,1300466.52
LOAN003096,743.0,0.321,0.941,0,0,Current,0,Low,21407.67
LOAN003097,683.0,0.867,,4,68,Restructured,0,Medium,626735.1
LOAN003098,633.0,0.803,0.618,8,180,Defaulted,1,High,156503.51
LOAN003099,751.0,0.318,0.715,0,0,Current,0,Low,1035.43
LOAN003100,686.0,0.32,0.555,1,25,Current,0,Low,3287.2
LOAN003101,604.0,0.529,0.888,5,110,Restructured,0,High,21085.66
LOAN003102,769.0,0.468,,0,0,Current,0,Low,4299.94
LOAN003103,707.0,0.507,0.718,0,0,Current,0,Low,4647.0
LOAN003104,651.0,0.359,0.726,1,14,Current,0,Medium,81228.39
LOAN003105,703.0,0.23,,0,0,Paid Off,0,Low,2101.93
LOAN003106,730.0,0.633,0.706,0,0,Current,0,Low,18905.25
LOAN003107,735.0,0.442,0.61,0,0,Paid Off,0,Low,48926.75
LOAN003108,685.0,0.357,0.756,0,0,Current,0,Low,5382.06
LOAN003109,703.0,0.29,,0,0,Current,0,Low,5313.65
LOAN003110,644.0,0.601,0.59,4,103,Defaulted,1,Medium,56261.27
LOAN003111,691.0,0.516,0.714,0,0,Current,0,Low,52382.17
LOAN003112,634.0,0.546,0.526,5,125,Late,0,High,342153.83
LOAN003113,643.0,0.768,0.565,2,88,Written Off,1,Medium,224934.46
LOAN003114,632.0,0.989,0.524,4,56,Current,0,High,230383.81
LOAN003115,579.0,1.195,0.907,3,85,Defaulted,1,High,598860.93
LOAN003116,767.0,0.322,0.67,0,0,Current,0,Low,3516.07
LOAN003117,710.0,0.197,0.642,0,0,Current,0,Low,7773.19
LOAN003118,679.0,0.747,0.57,3,69,Restructured,0,Medium,561653.69
